brinnummer_duo,opleidingscode_duo,instellingsnaam_duo,croho_onderdeel_duo,croho_subonderdeel_duo,opleidingsnaam_duo,ho_type,soortopleiding_duo,2015_man_i,2015_vrouw_i,2016_man_i,2016_vrouw_i,2017_man_i,2017_vrouw_i,2018_man_i,2018_vrouw_i,2019_man_i,2019_vrouw_i,2015_tot_i,2016_tot_i,2017_tot_i,2018_tot_i,2019_tot_i,2014_man_d,2014_vrouw_d,2015_man_d,2015_vrouw_d,2016_man_d,2016_vrouw_d,2017_man_d,2017_vrouw_d,2018_man_d,2018_vrouw_d,2014_tot_d,2015_tot_d,2016_tot_d,2017_tot_d,2018_tot_d,gemeentenummer_duo,cluster_sdb,sector_sdb,actieveopleiding_sdb,naamopleidingengels_sdb,eerstejaarsaantal_sdb,studentenaantal_sdb,_merge,tech_keyword,tech_label
30GB,35221,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde,hbo,bachelor,31.0,32.0,30.0,38.0,25.0,31.0,19.0,29.0,25.0,25.0,63.0,68.0,56.0,48.0,50.0,27.0,28.0,34.0,43.0,58.0,62.0,30.0,42.0,27.0,40.0,55.0,77.0,120.0,72.0,67.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Mathematics,112.0,411.0,both,mathematics,no_tech
30GB,35254,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek,hbo,bachelor,3.0,1.0,2.0,0.0,1.0,0.0,6.0,1.0,4.0,2.0,4.0,2.0,1.0,7.0,6.0,4.0,0.0,6.0,0.0,8.0,0.0,7.0,2.0,5.0,0.0,4.0,6.0,8.0,9.0,5.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Technology,10.0,30.0,both,technology,no_tech
30GB,35255,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans,hbo,bachelor,6.0,14.0,2.0,6.0,3.0,13.0,3.0,9.0,2.0,6.0,20.0,8.0,16.0,12.0,8.0,4.0,9.0,1.0,24.0,3.0,11.0,1.0,10.0,2.0,10.0,13.0,25.0,14.0,11.0,12.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleiding talen,Onderwijs en Opvoeding,1.0,Teacher Education in Spanish,27.0,78.0,both,,no_tech
30GB,35261,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde,hbo,bachelor,12.0,4.0,12.0,1.0,9.0,4.0,8.0,6.0,11.0,5.0,16.0,13.0,13.0,14.0,16.0,17.0,3.0,14.0,4.0,23.0,9.0,26.0,3.0,19.0,3.0,20.0,18.0,32.0,29.0,22.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Physics,51.0,171.0,both,,no_tech
30GB,35301,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie,hbo,bachelor,13.0,19.0,16.0,24.0,17.0,15.0,10.0,19.0,13.0,21.0,32.0,40.0,32.0,29.0,34.0,6.0,17.0,10.0,16.0,15.0,13.0,20.0,22.0,20.0,22.0,23.0,26.0,28.0,42.0,42.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Biology,66.0,217.0,both,,no_tech
30GB,35388,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn,hbo,bachelor,3.0,27.0,2.0,20.0,0.0,19.0,5.0,21.0,1.0,28.0,30.0,22.0,19.0,26.0,29.0,2.0,27.0,1.0,23.0,3.0,39.0,2.0,35.0,2.0,26.0,29.0,24.0,42.0,37.0,28.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in Welfare and Health Care,40.0,129.0,both,,no_tech
30GB,35411,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer,hbo,bachelor,14.0,11.0,27.0,12.0,6.0,11.0,10.0,21.0,17.0,10.0,25.0,39.0,17.0,31.0,27.0,12.0,18.0,16.0,9.0,20.0,15.0,10.0,12.0,21.0,17.0,30.0,25.0,35.0,22.0,38.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in Social Studies,57.0,173.0,both,,no_tech
30GB,35421,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde,hbo,bachelor,8.0,13.0,11.0,21.0,9.0,17.0,8.0,18.0,5.0,25.0,21.0,32.0,26.0,26.0,30.0,10.0,34.0,6.0,50.0,13.0,48.0,6.0,32.0,13.0,29.0,44.0,56.0,61.0,38.0,42.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in Social Skills,62.0,167.0,both,,no_tech
30GB,35423,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Consumptieve Techniek I en II,hbo,bachelor,16.0,8.0,15.0,7.0,11.0,9.0,11.0,8.0,13.0,3.0,24.0,22.0,20.0,19.0,16.0,17.0,4.0,16.0,7.0,14.0,8.0,30.0,13.0,12.0,5.0,21.0,23.0,22.0,43.0,17.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Catering and Hospitality,23.0,86.0,both,,no_tech
30GB,35441,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst,hbo,bachelor,5.0,5.0,10.0,7.0,6.0,5.0,4.0,5.0,4.0,6.0,10.0,17.0,11.0,9.0,10.0,1.0,3.0,1.0,2.0,8.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,12.0,8.0,7.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in Religion,18.0,71.0,both,,no_tech
30GB,44135,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Leren en Innoveren,hbo,master,27.0,40.0,27.0,26.0,22.0,35.0,20.0,29.0,31.0,38.0,67.0,53.0,57.0,49.0,69.0,9.0,18.0,14.0,21.0,17.0,32.0,15.0,19.0,19.0,43.0,27.0,35.0,49.0,34.0,62.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Onderwijsmanagement,Onderwijs en Opvoeding,1.0,Education for Professional Learning and Development,57.0,0.0,both,,no_tech
30GB,49248,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Toetsdeskundige,hbo,master,0.0,0.0,9.0,12.0,8.0,14.0,2.0,16.0,4.0,11.0,0.0,21.0,22.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,14.0,0.0,0.0,0.0,9.0,19.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Pedagogiek,Onderwijs en Opvoeding,1.0,Professional in Educational Measurement,20.0,0.0,both,,no_tech
30GB,80052,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Onderwijsondersteuner Consumptieve Techniek I en II,hbo,associate degree,2.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,1.0,6.0,7.0,8.0,7.0,5.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,4.0,7.0,3.0,5.0,6.0,5.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Study Programme Assistant in Catering and Hospitality,7.0,11.0,both,,no_tech
30GB,80098,Fontys Hogescholen,onderwijs,n.v.t. (onderwijs),Onderwijsondersteuner Technisch Beroepsonderwijs,hbo,associate degree,8.0,0.0,6.0,0.0,7.0,0.0,5.0,0.0,16.0,1.0,8.0,6.0,7.0,5.0,17.0,6.0,1.0,8.0,0.0,7.0,1.0,7.0,0.0,2.0,0.0,7.0,8.0,8.0,7.0,2.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Assistant in secondary and tertiary technical vocational education,0.0,10.0,both,,no_tech
30GB,45262,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Engels,hbo,master,7.0,13.0,6.0,17.0,7.0,14.0,4.0,12.0,7.0,14.0,20.0,23.0,21.0,16.0,21.0,8.0,6.0,4.0,7.0,5.0,20.0,2.0,12.0,3.0,8.0,14.0,11.0,25.0,14.0,11.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleiding talen,Onderwijs en Opvoeding,1.0,Teacher Education in English,17.0,74.0,both,,no_tech
30GB,45263,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Wiskunde,hbo,master,10.0,10.0,27.0,13.0,14.0,17.0,16.0,11.0,11.0,19.0,20.0,40.0,31.0,27.0,30.0,6.0,4.0,10.0,10.0,7.0,7.0,9.0,8.0,12.0,5.0,10.0,20.0,14.0,17.0,17.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Mathematics,27.0,93.0,both,mathematics,no_tech
30GB,45264,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Aardrijkskunde,hbo,master,14.0,3.0,10.0,7.0,7.0,3.0,5.0,2.0,8.0,5.0,17.0,17.0,10.0,7.0,13.0,8.0,5.0,8.0,3.0,8.0,1.0,10.0,4.0,12.0,1.0,13.0,11.0,9.0,14.0,13.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in Geography,7.0,60.0,both,,no_tech
30GB,45265,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Duits,hbo,master,2.0,15.0,0.0,10.0,1.0,7.0,3.0,3.0,5.0,5.0,17.0,10.0,8.0,6.0,10.0,2.0,5.0,0.0,9.0,1.0,5.0,2.0,13.0,2.0,6.0,7.0,9.0,6.0,15.0,8.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleiding talen,Onderwijs en Opvoeding,1.0,Teacher Education in German,8.0,48.0,both,,no_tech
30GB,45266,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Frans,hbo,master,0.0,5.0,4.0,3.0,2.0,3.0,2.0,4.0,0.0,8.0,5.0,7.0,5.0,6.0,8.0,0.0,7.0,2.0,5.0,0.0,5.0,1.0,3.0,0.0,1.0,7.0,7.0,5.0,4.0,1.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleiding talen,Onderwijs en Opvoeding,1.0,Teacher Education in French,6.0,23.0,both,,no_tech
30GB,45267,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Geschiedenis,hbo,master,10.0,1.0,11.0,1.0,19.0,5.0,11.0,2.0,9.0,6.0,11.0,12.0,24.0,13.0,15.0,14.0,4.0,14.0,7.0,12.0,5.0,10.0,3.0,6.0,0.0,18.0,21.0,17.0,13.0,6.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in History,16.0,66.0,both,,no_tech
30GB,45268,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Maatschappijleer,hbo,master,9.0,7.0,4.0,3.0,4.0,4.0,4.0,6.0,5.0,8.0,16.0,7.0,8.0,10.0,13.0,4.0,0.0,3.0,5.0,6.0,1.0,7.0,3.0,6.0,3.0,4.0,8.0,7.0,10.0,9.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in Social Studies,11.0,37.0,both,,no_tech
30GB,45269,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Nederlands,hbo,master,3.0,10.0,3.0,17.0,3.0,25.0,0.0,19.0,5.0,10.0,13.0,20.0,28.0,19.0,15.0,3.0,15.0,5.0,13.0,5.0,15.0,6.0,9.0,3.0,10.0,18.0,18.0,20.0,15.0,13.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleiding talen,Onderwijs en Opvoeding,1.0,Teacher Education in Dutch,18.0,80.0,both,,no_tech
30GB,45271,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Bedrijfseconomie,hbo,master,10.0,5.0,5.0,3.0,5.0,4.0,6.0,8.0,10.0,9.0,15.0,8.0,9.0,14.0,19.0,5.0,3.0,8.0,2.0,10.0,3.0,6.0,3.0,7.0,5.0,8.0,10.0,13.0,9.0,12.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in Finance and Control,21.0,50.0,both,,no_tech
30GB,45272,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Natuurkunde,hbo,master,9.0,2.0,15.0,2.0,10.0,3.0,4.0,2.0,14.0,4.0,11.0,17.0,13.0,6.0,18.0,5.0,1.0,6.0,1.0,9.0,1.0,11.0,1.0,9.0,1.0,6.0,7.0,10.0,12.0,10.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Physics,8.0,50.0,both,,no_tech
30GB,45273,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Scheikunde,hbo,master,8.0,6.0,5.0,3.0,8.0,4.0,5.0,7.0,4.0,5.0,14.0,8.0,12.0,12.0,9.0,6.0,6.0,9.0,3.0,7.0,3.0,11.0,8.0,10.0,3.0,12.0,12.0,10.0,19.0,13.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Chemistry,14.0,43.0,both,,no_tech
30GB,45274,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Godsdienst,hbo,master,2.0,3.0,3.0,1.0,4.0,8.0,0.0,1.0,0.0,0.0,5.0,4.0,12.0,1.0,0.0,2.0,6.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,8.0,3.0,6.0,6.0,4.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",,,1.0,Leraar Godsdienst,1.0,1.0,left_only,,no_tech
30GB,45275,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Algemene Economie,hbo,master,13.0,10.0,15.0,6.0,11.0,3.0,16.0,10.0,9.0,6.0,23.0,21.0,14.0,26.0,15.0,6.0,5.0,16.0,4.0,10.0,5.0,13.0,6.0,9.0,3.0,11.0,20.0,15.0,19.0,12.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen maatschappijvakken,Onderwijs en Opvoeding,1.0,Teacher Education in General Economics,29.0,69.0,both,,no_tech
30GB,45279,Fontys Hogescholen,onderwijs,opleidingen tot leraar vo van de 1ste graad in alg. vakken,Leraar Biologie,hbo,master,4.0,2.0,6.0,9.0,6.0,8.0,6.0,4.0,10.0,10.0,6.0,15.0,14.0,10.0,20.0,4.0,8.0,5.0,7.0,11.0,6.0,4.0,3.0,2.0,6.0,12.0,12.0,17.0,7.0,8.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Lerarenopleidingen exact,Onderwijs en Opvoeding,1.0,Teacher Education in Biology,10.0,48.0,both,,no_tech
30GB,30014,Fontys Hogescholen,taal en cultuur,opleidingen op het gebied van de kunst,Circus and Performance Art,hbo,bachelor,8.0,14.0,7.0,17.0,12.0,15.0,9.0,13.0,8.0,13.0,22.0,24.0,27.0,22.0,21.0,5.0,5.0,6.0,3.0,8.0,8.0,5.0,5.0,8.0,7.0,10.0,9.0,16.0,10.0,15.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",,,1.0,Circus and Performance Art,22.0,22.0,left_only,,no_tech
30GB,34739,Fontys Hogescholen,taal en cultuur,opleidingen op het gebied van de kunst,Muziek,hbo,bachelor,22.0,25.0,40.0,32.0,64.0,30.0,57.0,31.0,47.0,41.0,47.0,72.0,94.0,88.0,88.0,42.0,36.0,48.0,32.0,53.0,36.0,38.0,20.0,35.0,37.0,78.0,80.0,89.0,58.0,72.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",,,1.0,Muziek,88.0,88.0,left_only,,no_tech
30GB,34798,Fontys Hogescholen,taal en cultuur,opleidingen op het gebied van de kunst,Dans,hbo,bachelor,8.0,22.0,14.0,31.0,11.0,46.0,12.0,41.0,11.0,38.0,30.0,45.0,57.0,53.0,49.0,10.0,33.0,11.0,30.0,9.0,39.0,11.0,27.0,8.0,20.0,43.0,41.0,48.0,38.0,28.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",,,1.0,Dans,53.0,53.0,left_only,,no_tech
30GB,39111,Fontys Hogescholen,taal en cultuur,opleidingen op het gebied van de kunst,Vormgeving,hbo,bachelor,3.0,17.0,7.0,13.0,6.0,26.0,11.0,15.0,3.0,23.0,20.0,20.0,32.0,26.0,26.0,5.0,13.0,5.0,11.0,3.0,17.0,4.0,11.0,6.0,12.0,18.0,16.0,20.0,15.0,18.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Kunstacademie,Kunst en Cultuur,1.0,Design,35.0,111.0,both,design,designer
30GB,44336,Fontys Hogescholen,taal en cultuur,opleidingen voortgezette bouwkunst,Architectuur,hbo,master,12.0,6.0,9.0,5.0,11.0,4.0,12.0,11.0,12.0,12.0,18.0,14.0,15.0,23.0,24.0,8.0,2.0,9.0,2.0,4.0,3.0,4.0,0.0,8.0,7.0,10.0,11.0,7.0,4.0,15.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",,,1.0,Architectuur,23.0,23.0,left_only,,no_tech
30GB,44338,Fontys Hogescholen,taal en cultuur,opleidingen voortgezette bouwkunst,Stedenbouw,hbo,master,4.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,6.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",,,1.0,Stedenbouw,3.0,3.0,left_only,,no_tech
30GB,44739,Fontys Hogescholen,taal en cultuur,voortgezette kunstopleidingen,Muziek,hbo,master,23.0,19.0,27.0,32.0,27.0,30.0,27.0,33.0,22.0,30.0,42.0,59.0,57.0,60.0,52.0,19.0,20.0,13.0,21.0,18.0,14.0,17.0,19.0,22.0,34.0,39.0,34.0,32.0,36.0,56.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",,,1.0,Muziek,60.0,60.0,left_only,,no_tech
30GB,49284,Fontys Hogescholen,taal en cultuur,voortgezette kunstopleidingen,Performing Public Space,hbo,master,0.0,0.0,0.0,0.0,2.0,10.0,0.0,10.0,2.0,9.0,0.0,0.0,12.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,10.0,0.0,0.0,0.0,12.0,10.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Ontwerpen,Kunst en Cultuur,1.0,Performing Public Space,10.0,0.0,both,,no_tech
30GB,49502,Fontys Hogescholen,taal en cultuur,voortgezette kunstopleidingen,Master Choreografie (joint degree),hbo,master,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,12.0,0.0,0.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,11.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",,,1.0,Master Choreografie (joint degree),0.0,0.0,left_only,,no_tech
30GB,30008,Fontys Hogescholen,techniek,n.v.t. (techniek),Applied Science,hbo,bachelor,145.0,93.0,120.0,112.0,109.0,73.0,85.0,52.0,106.0,76.0,238.0,232.0,182.0,137.0,182.0,28.0,22.0,44.0,35.0,49.0,30.0,46.0,40.0,74.0,52.0,50.0,79.0,79.0,86.0,126.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Chemie en Chemische technologie,Exact en Informatica,1.0,Applied Science,168.0,771.0,both,applied,no_tech
30GB,30018,Fontys Hogescholen,techniek,n.v.t. (techniek),Automotive,hbo,bachelor,98.0,2.0,91.0,1.0,110.0,2.0,109.0,2.0,112.0,6.0,100.0,92.0,112.0,111.0,118.0,27.0,0.0,42.0,0.0,56.0,0.0,58.0,3.0,62.0,2.0,27.0,42.0,56.0,61.0,64.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Constructiestudies,Techniek,1.0,Automotive,120.0,440.0,both,,no_tech
30GB,30020,Fontys Hogescholen,techniek,n.v.t. (techniek),HBO-ICT,hbo,bachelor,651.0,82.0,603.0,76.0,784.0,104.0,809.0,105.0,816.0,85.0,733.0,679.0,888.0,914.0,901.0,287.0,35.0,316.0,35.0,296.0,38.0,349.0,44.0,395.0,38.0,322.0,351.0,334.0,393.0,433.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Informatica,Exact en Informatica,1.0,Information & Communication Technology,971.0,3544.0,both,"information, technology",support
30GB,30026,Fontys Hogescholen,techniek,n.v.t. (techniek),Mechatronica,hbo,bachelor,172.0,9.0,212.0,16.0,215.0,16.0,186.0,18.0,223.0,13.0,181.0,228.0,231.0,204.0,236.0,57.0,1.0,61.0,0.0,78.0,2.0,94.0,5.0,118.0,5.0,58.0,61.0,80.0,99.0,123.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Mechatronica,Techniek,1.0,Mechatronics,230.0,812.0,both,,designer
30GB,30039,Fontys Hogescholen,techniek,n.v.t. (techniek),Mens en Techniek,hbo,bachelor,12.0,18.0,16.0,30.0,18.0,33.0,16.0,25.0,12.0,20.0,30.0,46.0,51.0,41.0,32.0,6.0,7.0,17.0,23.0,16.0,24.0,11.0,29.0,12.0,16.0,13.0,40.0,40.0,40.0,28.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Ergotherapie en Beweging,Gezondheid,1.0,Health Technology,59.0,207.0,both,technology,no_tech
30GB,34267,Fontys Hogescholen,techniek,n.v.t. (techniek),Elektrotechniek,hbo,bachelor,88.0,7.0,77.0,12.0,81.0,5.0,65.0,10.0,70.0,7.0,95.0,89.0,86.0,75.0,77.0,75.0,9.0,54.0,5.0,68.0,6.0,43.0,5.0,67.0,6.0,84.0,59.0,74.0,48.0,73.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Elektrotechniek,Techniek,1.0,Electrical and Electronic Engineering,89.0,374.0,both,engineer,no_tech
30GB,34268,Fontys Hogescholen,techniek,n.v.t. (techniek),Technische Natuurkunde,hbo,bachelor,73.0,15.0,63.0,15.0,66.0,13.0,76.0,13.0,72.0,12.0,88.0,78.0,79.0,89.0,84.0,24.0,5.0,33.0,6.0,27.0,11.0,34.0,7.0,47.0,7.0,29.0,39.0,38.0,41.0,54.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Technische natuurkunde,Exact en Informatica,1.0,Engineering Physics,109.0,325.0,both,engineer,no_tech
30GB,34280,Fontys Hogescholen,techniek,n.v.t. (techniek),Werktuigbouwkunde,hbo,bachelor,235.0,9.0,208.0,9.0,189.0,14.0,164.0,11.0,171.0,9.0,244.0,217.0,203.0,175.0,180.0,105.0,3.0,147.0,2.0,134.0,7.0,126.0,13.0,145.0,17.0,108.0,149.0,141.0,139.0,162.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Werktuigbouwkunde,Techniek,1.0,Mechanical Engineering,208.0,955.0,both,engineer,no_tech
30GB,34389,Fontys Hogescholen,techniek,n.v.t. (techniek),Industrieel Product Ontwerpen,hbo,bachelor,48.0,36.0,52.0,37.0,44.0,18.0,47.0,18.0,34.0,24.0,84.0,89.0,62.0,65.0,58.0,21.0,21.0,32.0,22.0,25.0,25.0,37.0,31.0,39.0,20.0,42.0,54.0,50.0,68.0,59.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Industrieel Produkt Ontwerpen,Techniek,1.0,Industrial Design Engineering,79.0,281.0,both,"design, engineer",designer
30GB,34390,Fontys Hogescholen,techniek,n.v.t. (techniek),Logistics Engineering,hbo,bachelor,27.0,5.0,21.0,6.0,22.0,4.0,18.0,6.0,20.0,4.0,32.0,27.0,26.0,24.0,24.0,27.0,6.0,22.0,10.0,24.0,6.0,15.0,7.0,27.0,5.0,33.0,32.0,30.0,22.0,32.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Vervoer en logistiek,Techniek,1.0,Logistics Engineering,32.0,152.0,both,engineer,no_tech
30GB,34421,Fontys Hogescholen,techniek,n.v.t. (techniek),Technische Bedrijfskunde,hbo,bachelor,243.0,44.0,279.0,43.0,224.0,38.0,293.0,42.0,283.0,37.0,287.0,322.0,262.0,335.0,320.0,135.0,24.0,157.0,29.0,185.0,31.0,184.0,40.0,184.0,33.0,159.0,186.0,216.0,224.0,217.0,"['268', '935', '983', '1883', '748', '772', '794', '796', '855', '1948', '344', '599']",Bedrijfskunde en management,Economie en Bedrijf,1.0,Industrial Engineering & Management,348.0,1309.0,both,engineer,no_tech
